check,status,subject,detail
relation_from_entity,pass,PL-2011-002,CNUR-000261
relation_to_entity,pass,PL-2011-002,CNUR-000261
complex_relation_mapping,pass,PL-2011-002,upgrade automatic=true
relation_event_reference,pass,PL-2011-003,upgrade
relation_from_entity,pass,PL-2011-003,CNUR-000262
relation_to_entity,pass,PL-2011-003,CNUR-000262
complex_relation_mapping,pass,PL-2011-003,upgrade automatic=true
relation_event_reference,pass,PL-2012-001,establish
relation_from_entity,pass,PL-2012-001,CNUR-000233
complex_relation_mapping,pass,PL-2012-001,establish automatic=false
relation_event_reference,pass,PL-2013-001,upgrade
relation_from_entity,pass,PL-2013-001,CNUR-000314
relation_to_entity,pass,PL-2013-001,CNUR-000314
complex_relation_mapping,pass,PL-2013-001,upgrade automatic=true
relation_event_reference,pass,PL-2014-001,upgrade
relation_from_entity,pass,PL-2014-001,CNUR-000283
relation_to_entity,pass,PL-2014-001,CNUR-000283
complex_relation_mapping,pass,PL-2014-001,upgrade automatic=true
relation_event_reference,pass,PL-2015-001,upgrade
relation_from_entity,pass,PL-2015-001,CNUR-000234
relation_to_entity,pass,PL-2015-001,CNUR-000234
complex_relation_mapping,pass,PL-2015-001,upgrade automatic=true
relation_event_reference,pass,PL-2015-002,upgrade
relation_from_entity,pass,PL-2015-002,CNUR-000285
relation_to_entity,pass,PL-2015-002,CNUR-000285
complex_relation_mapping,pass,PL-2015-002,upgrade automatic=true
relation_event_reference,pass,PL-2015-003,upgrade
relation_from_entity,pass,PL-2015-003,CNUR-000328
relation_to_entity,pass,PL-2015-003,CNUR-000328
complex_relation_mapping,pass,PL-2015-003,upgrade automatic=true
relation_event_reference,pass,PL-2016-001,upgrade
relation_from_entity,pass,PL-2016-001,CNUR-000286
relation_to_entity,pass,PL-2016-001,CNUR-000286
complex_relation_mapping,pass,PL-2016-001,upgrade automatic=true
relation_event_reference,pass,PL-2016-002,upgrade
relation_from_entity,pass,PL-2016-002,CNUR-000329
relation_to_entity,pass,PL-2016-002,CNUR-000329
complex_relation_mapping,pass,PL-2016-002,upgrade automatic=true
relation_event_reference,pass,PL-2017-001,upgrade
relation_from_entity,pass,PL-2017-001,CNUR-000287
relation_to_entity,pass,PL-2017-001,CNUR-000287
complex_relation_mapping,pass,PL-2017-001,upgrade automatic=true
relation_event_reference,pass,PL-2018-001,merge
relation_from_entity,pass,PL-2018-001,CNUR-000146
complex_relation_mapping,pass,PL-2018-001,merge automatic=false
relation_event_reference,pass,WIKI-1993-029,split
relation_from_entity,pass,WIKI-1993-029,CNUR-000343
relation_to_entity,pass,WIKI-1993-029,CNUR-000015
complex_relation_mapping,pass,WIKI-1993-029,split automatic=false
relation_event_reference,pass,WIKI-1993-029,split
relation_from_entity,pass,WIKI-1993-029,CNUR-000343
relation_to_entity,pass,WIKI-1993-029,CNUR-000019
complex_relation_mapping,pass,WIKI-1993-029,split automatic=false
relation_event_reference,pass,WIKI-1996-056,jurisdiction_transfer
relation_from_entity,pass,WIKI-1996-056,CNUR-000342
relation_to_entity,pass,WIKI-1996-056,CNUR-000235
complex_relation_mapping,pass,WIKI-1996-056,jurisdiction_transfer automatic=false
relation_event_reference,pass,WIKI-1996-056,jurisdiction_transfer
relation_from_entity,pass,WIKI-1996-056,CNUR-000344
relation_to_entity,pass,WIKI-1996-056,CNUR-000235
complex_relation_mapping,pass,WIKI-1996-056,jurisdiction_transfer automatic=false
relation_event_reference,pass,WIKI-1996-056,jurisdiction_transfer
relation_from_entity,pass,WIKI-1996-056,CNUR-000345
relation_to_entity,pass,WIKI-1996-056,CNUR-000235
complex_relation_mapping,pass,WIKI-1996-056,jurisdiction_transfer automatic=false
