entity_id,legacy_entity_id,canonical_name_zh,entity_scope,province_name_zh,province_short_zh,entity_type,first_active_year,last_active_year,status_in_2026,verification_status,name_history,event_count,successor_summary,primary_source_url
CNUR-000322,E640200,石嘴山市,current_panel_entity,宁夏回族自治区,宁夏,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 石嘴山市,0,,
CNUR-000323,E640300,吴忠市,current_panel_entity,宁夏回族自治区,宁夏,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-1997 银南地区; 1998-2026 吴忠市,1,,
CNUR-000324,E640400,固原市,current_panel_entity,宁夏回族自治区,宁夏,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2000 固原地区; 2001-2026 固原市,1,,
CNUR-000325,E640500,中卫市,current_panel_entity,宁夏回族自治区,宁夏,prefecture_research_entity,2003,2026,active,wikipedia_verified,1987-1999 [not_established]; 2000-2002 [not_established]; 2003-2026 中卫市,1,,
CNUR-000326,E650100,乌鲁木齐市,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 乌鲁木齐市,0,,
CNUR-000327,E650200,克拉玛依市,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 克拉玛依市,0,,
CNUR-000328,E650400,吐鲁番市,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2014 吐鲁番地区; 2015-2026 吐鲁番市,1,,
CNUR-000329,E650500,哈密市,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,event_crosschecked,1987-2015 哈密地区; 2016-2026 哈密市,1,,
CNUR-000330,E652300,昌吉回族自治州,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 昌吉回族自治州,0,,
CNUR-000331,E652700,博尔塔拉蒙古自治州,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 博尔塔拉蒙古自治州,0,,
CNUR-000332,E652800,巴音郭楞蒙古自治州,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 巴音郭楞蒙古自治州,0,,
CNUR-000333,E652900,阿克苏地区,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 阿克苏地区,0,,
CNUR-000334,E653000,克孜勒苏柯尔克孜自治州,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 克孜勒苏柯尔克孜自治州,0,,
CNUR-000335,E653100,喀什地区,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 喀什地区,0,,
CNUR-000336,E653200,和田地区,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 和田地区,0,,
CNUR-000337,E654000,伊犁哈萨克自治州,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 伊犁哈萨克自治州,0,,
CNUR-000338,E654100,伊犁地区,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2000,abolished,wikipedia_verified,1987-2000 伊犁地区; 2001-2026 [abolished],1,,
CNUR-000339,E654200,塔城地区,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 塔城地区,0,,
CNUR-000340,E654300,阿勒泰地区,current_panel_entity,新疆维吾尔自治区,新疆,prefecture_research_entity,1987,2026,active,wikipedia_entity_verified,1987-2026 阿勒泰地区,0,,
CNUR-000341,HIST-HN-LMZ,海南黎族苗族自治州,historical_entity,广东省,广东,abolished_autonomous_prefecture,1955,1987,abolished,reviewed,1955-1987 海南黎族苗族自治州,1,撤销后原辖县改由海南行政区直辖,https://zh.wikipedia.org/wiki/海南黎族苗族自治州
CNUR-000342,HIST-CQ-WANXIAN,万县市,historical_entity,四川省,四川,abolished_prefecture_level_city,1992,1997,abolished,reviewed,1992-1997 万县市,1,撤销后主体进入重庆万县移民开发区和后来的万州区体系,https://zh.wikipedia.org/wiki/萬縣市
CNUR-000343,HIST-SX-YANBEI,雁北地区,historical_entity,山西省,山西,abolished_prefecture,1970,1993,abolished,reviewed,1970-1993 雁北地区,1,所辖县分别划归大同市和朔州市,https://zh.wikipedia.org/wiki/雁北地区
CNUR-000344,HIST-CQ-FULING,涪陵市,historical_entity,四川省,四川,abolished_prefecture_level_city,1995,1997,abolished,reviewed,1995-1997 涪陵市,1,撤销后设重庆市涪陵区并将其他县市改由重庆直辖,https://zh.wikipedia.org/wiki/涪陵市_(地级市)
CNUR-000345,HIST-CQ-QIANJIANG,黔江地区,historical_entity,四川省,四川,abolished_prefecture,1988,1997,abolished,reviewed,1988-1997 黔江地区,1,撤销后设重庆市黔江开发区并最终进入重庆区县体系,https://zh.wikipedia.org/wiki/黔江地区
