entity_id,year,legal_name_zh,legal_level,status,verification_status,source_id
E150400,2005,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2006,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2007,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2008,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2009,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2010,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2011,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2012,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2013,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2014,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2015,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2016,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2017,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2018,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2019,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2020,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2021,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2022,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2023,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150400,2024,赤峰市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2000,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2001,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2002,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2003,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2004,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2005,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2006,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2007,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2008,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2009,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2010,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2011,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2012,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2013,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2014,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2015,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2016,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2017,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2018,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2019,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2020,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2021,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2022,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2023,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150500,2024,通辽市,prefecture,active,inherited_unverified,SRC-LEGACY-SNAPSHOT
E150600,2000,伊克昭盟,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2001,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2002,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2003,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2004,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2005,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2006,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2007,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2008,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2009,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2010,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2011,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2012,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2013,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2014,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
E150600,2015,鄂尔多斯市,prefecture,active,event_crosschecked,SRC-LEGACY-SNAPSHOT
