entity_id,year,legal_name_zh,province_name_zh,legal_level,status,verification_status,derivation_basis
CNUR-000003,1989,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1990,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1991,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1992,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1993,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1994,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1995,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1996,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1997,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1998,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,1999,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,2000,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2001,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2002,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2003,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2004,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2005,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2006,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2007,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2008,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2009,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2010,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2011,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2012,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2013,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2014,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2015,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2016,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2017,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2018,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2019,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2020,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2021,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2022,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2023,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2024,石家庄市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000003,2025,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000003,2026,石家庄市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1987,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1988,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1989,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1990,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1991,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1992,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1993,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1994,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1995,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1996,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1997,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1998,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,1999,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,2000,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2001,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2002,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2003,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2004,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2005,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2006,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2007,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2008,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2009,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2010,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2011,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2012,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2013,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2014,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2015,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2016,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2017,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2018,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2019,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2020,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2021,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2022,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2023,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2024,唐山市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000004,2025,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000004,2026,唐山市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1987,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1988,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1989,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1990,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1991,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1992,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1993,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1994,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1995,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1996,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1997,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1998,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,1999,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,2000,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2001,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2002,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2003,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2004,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2005,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2006,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2007,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2008,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2009,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2010,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2011,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2012,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2013,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2014,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2015,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2016,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2017,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2018,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2019,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2020,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2021,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2022,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2023,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2024,秦皇岛市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000005,2025,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000005,2026,秦皇岛市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1987,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1988,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1989,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1990,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1991,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1992,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1993,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1994,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1995,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1996,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1997,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1998,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,1999,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,2000,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2001,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2002,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2003,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2004,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2005,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2006,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2007,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2008,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2009,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2010,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2011,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2012,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2013,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2014,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2015,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2016,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2017,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2018,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2019,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2020,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2021,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2022,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2023,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2024,邯郸市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000006,2025,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000006,2026,邯郸市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1987,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1988,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1989,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1990,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1991,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1992,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1993,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1994,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1995,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1996,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1997,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1998,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,1999,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,2000,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2001,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2002,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2003,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2004,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2005,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2006,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2007,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2008,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2009,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2010,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2011,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2012,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2013,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2014,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2015,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2016,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2017,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2018,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2019,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2020,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2021,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2022,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2023,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2024,邢台市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000007,2025,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000007,2026,邢台市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1987,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1988,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1989,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1990,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1991,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1992,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1993,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1994,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1995,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1996,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1997,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1998,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,1999,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
CNUR-000008,2000,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2001,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2002,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2003,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2004,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2005,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2006,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2007,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2008,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2009,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2010,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2011,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2012,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2013,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2014,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2015,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2016,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2017,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2018,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2019,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2020,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2021,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2022,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2023,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2024,保定市,河北省,prefecture,active,reviewed,existing_2000_2024_roster
CNUR-000008,2025,保定市,河北省,prefecture,active,reviewed,reviewed_event_chain
