entity_id,canonical_name_zh,entity_level,id_namespace,verification_status
E640200,石嘴山市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E640300,吴忠市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E640400,固原市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E640500,中卫市,prefecture_research_entity,project_stable_id_not_official_code,wikipedia_verified
E650100,乌鲁木齐市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E650200,克拉玛依市,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E650400,吐鲁番市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E650500,哈密市,prefecture_research_entity,project_stable_id_not_official_code,event_crosschecked
E652300,昌吉回族自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E652700,博尔塔拉蒙古自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E652800,巴音郭楞蒙古自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E652900,阿克苏地区,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E653000,克孜勒苏柯尔克孜自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E653100,喀什地区,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E653200,和田地区,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
E654000,伊犁哈萨克自治州,prefecture_research_entity,project_stable_id_not_official_code,inherited_unverified
