event_id,year,province_name,event_type,entity_id,old_prefecture_name,new_prefecture_name,approval_date,document_number,automatic_continuity,confidence,review_status,risk_flags,description,review_note,source_url,source_revision_id,source_locator,source_layer
PL-2012-001,2012,海南省,establish,E460300,西沙群岛、南沙群岛、中沙群岛办事处,三沙市,2012-06-21,民政部公告,false,high,accepted_reviewed,,撤销西沙群岛、南沙群岛、中沙群岛办事处，设立地级三沙市。,原办事处不按地级行政单位计入撤销，因此地级单位净增1。,https://zh.wikipedia.org/wiki/2012年中华人民共和国县级以上行政区划变更列表,,turn389418view0:L160-L165,reviewed_event_workbook
PL-2013-001,2013,青海省,upgrade,E630200,海东地区,海东市,2013-02-08,国函〔2013〕23号,true,high,accepted_reviewed,,撤销海东地区和乐都县，设立地级海东市，并设乐都区。,地级市数量增加1；全部地级单位数量净变化0。,https://zh.wikipedia.org/wiki/2013年中华人民共和国县级以上行政区划变更列表,,turn389418view1:L182-L188,reviewed_event_workbook
PL-2014-001,2014,西藏自治区,upgrade,E540200,日喀则地区,日喀则市,2014-06-26,国函〔2014〕79号,true,high,accepted_reviewed,,撤销日喀则地区和县级日喀则市，设立地级日喀则市，并设桑珠孜区。,同名县级市终止，不计作地级撤销。,https://zh.wikipedia.org/wiki/2014年中华人民共和国县级以上行政区划变更列表,,turn654406view0:L155-L162,reviewed_event_workbook
PL-2015-001,2015,海南省,upgrade,E460400,儋州市,儋州市,2015-02-19,国函〔2015〕41号,true,high,accepted_reviewed,,撤销县级儋州市，设立地级儋州市。,按用户口径视为新增地级市；原县级市终止不计地级撤销。,https://zh.wikipedia.org/wiki/2015年中华人民共和国县级以上行政区划变更列表,,turn138300view1:L189-L194,reviewed_event_workbook
PL-2015-002,2015,西藏自治区,upgrade,E540400,林芝地区,林芝市,2015-03-16,国函〔2015〕51号,true,high,accepted_reviewed,,撤销林芝地区和林芝县，设立地级林芝市，并设巴宜区。,地级市数量增加1；全部地级单位数量净变化0。,https://zh.wikipedia.org/wiki/2015年中华人民共和国县级以上行政区划变更列表,,turn654406view1:L167-L176,reviewed_event_workbook
PL-2015-003,2015,新疆维吾尔自治区,upgrade,E650400,吐鲁番地区,吐鲁番市,2015-03-16,国函〔2015〕52号,true,high,accepted_reviewed,,撤销吐鲁番地区和县级吐鲁番市，设立地级吐鲁番市，并设高昌区。,地级市数量增加1；全部地级单位数量净变化0。,https://zh.wikipedia.org/wiki/2015年中华人民共和国县级以上行政区划变更列表,,turn654406view1:L177-L181,reviewed_event_workbook
PL-2016-001,2016,西藏自治区,upgrade,E540500,山南地区,山南市,2016-01-07,国函〔2016〕8号,true,high,accepted_reviewed,,撤销山南地区和乃东县，设立地级山南市，并设乃东区。,按批准日期归入2016年；地级市数量增加1，全部地级单位净变化0。,https://zh.wikipedia.org/wiki/2016年中华人民共和国县级以上行政区划变更列表,,Wikipedia 2016 page lines 218–228,reviewed_event_workbook
PL-2016-002,2016,新疆维吾尔自治区,upgrade,E650500,哈密地区,哈密市,2016-01-07,国函〔2016〕9号,true,high,accepted_reviewed,,撤销哈密地区和县级哈密市，设立地级哈密市，并设伊州区。,同名县级市终止不计地级撤销。,https://zh.wikipedia.org/wiki/2016年中华人民共和国县级以上行政区划变更列表,,Wikipedia 2016 page lines 229–233,reviewed_event_workbook
PL-2017-001,2017,西藏自治区,upgrade,E540600,那曲地区,那曲市,2017-07-18,国函〔2017〕109号,true,high,accepted_reviewed,,撤销那曲地区和那曲县，设立地级那曲市，并设色尼区；2018年4月公布。,按批准年份归入2017年；公布实施发生于2018年。,https://zh.wikipedia.org/wiki/2017年中华人民共和国县级以上行政区划变更列表,,Wikipedia 2017 page ‘其它’ section,reviewed_event_workbook
PL-2018-001,2018,山东省,merge,E371200,莱芜市,济南市,2018-12-26,国函〔2018〕163号,false,high,accepted_reviewed,merge_event|publication_year_differs,撤销地级莱芜市，将其所辖区域划归济南市；2019年1月公布。,按批准年份归入2018年；济南市为既存地级市，不计新增。,https://zh.wikipedia.org/wiki/2019年中华人民共和国县级以上行政区划变更列表,,Wikipedia 2019 page lines 168–173,reviewed_event_workbook
