prefecture_entity_id,prefecture_name,year,whole_city_break_count,district_jump_count,district_merge_count,whole_city_break_flag,district_jump_flag,sample_entry_flag,treatment_summary
CNUR-000019,朔州市,2009,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2010,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2011,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2012,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2013,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2014,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2015,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2016,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2017,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2018,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2019,0,0,0,0,0,0,stable
CNUR-000019,朔州市,2020,0,0,0,0,0,0,stable
CNUR-000020,晋中市,1999,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2000,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2001,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2002,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2003,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2004,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2005,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2006,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2007,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2008,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2009,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2010,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2011,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2012,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2013,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2014,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2015,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2016,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2017,0,0,0,0,0,0,stable
CNUR-000020,晋中市,2018,0,0,0,0,0,0,stable
